"2019-09-08 10:54:05 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Starting WorkshopEntitiesServiceAbstractIT on XAOMI-AIR with PID 12280 (started by Sersus in C:\Users\Sersus\IdeaProjects\WORKSHOP\internalREST)
]]
""2019-09-08 12:38:57 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Starting WorkshopEntitiesServiceAbstractIT on XAOMI-AIR with PID 14924 (started by Sersus in C:\Users\Sersus\IdeaProjects\WORKSHOP\internalREST)
""2019-09-08 12:38:57 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - No active profile set, falling back to default profiles: default
""2019-09-08 12:39:06 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-update-timestamps-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:06 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-query-results-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.grantedAuthorities] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Position.employees] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.orders] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Department.positions] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Phone] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.WorkshopGrantedAuthority] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order.tasks] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task.classifiers] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Position] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Department] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:07 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Classifier] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 12:39:11 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2019-09-08 12:39:15 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Started WorkshopEntitiesServiceAbstractIT in 18.569 seconds (JVM running for 21.928)
""2019-09-08 12:39:15 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-09-08 12:39:15 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-09-08 12:39:15 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Employee has been persisted.
""2019-09-08 12:39:15 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-09-08 12:39:15 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-09-08 13:27:09 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Starting WorkshopEntitiesServiceAbstractIT on XAOMI-AIR with PID 20340 (started by Sersus in C:\Users\Sersus\IdeaProjects\WORKSHOP\internalREST)
""2019-09-08 13:27:09 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - No active profile set, falling back to default profiles: default
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-update-timestamps-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-query-results-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.grantedAuthorities] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Phone] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order.tasks] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Department] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Position.employees] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.orders] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task.classifiers] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Department.positions] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Position] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Classifier] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:18 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.WorkshopGrantedAuthority] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:27:23 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2019-09-08 13:27:26 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Started WorkshopEntitiesServiceAbstractIT in 18.377 seconds (JVM running for 21.173)
""2019-09-08 13:27:27 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-09-08 13:27:27 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-09-08 13:27:27 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Employee has been persisted.
""2019-09-08 13:27:27 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-09-08 13:27:27 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-09-08 13:27:27 [main] WARN  o.s.orm.jpa.JpaTransactionManager - Custom isolation level specified but no actual transaction initiated; isolation level will effectively be ignored: PROPAGATION_SUPPORTS,ISOLATION_READ_COMMITTED,readOnly
""2019-09-08 13:27:27 [main] WARN  o.s.orm.jpa.JpaTransactionManager - Custom isolation level specified but no actual transaction initiated; isolation level will effectively be ignored: PROPAGATION_SUPPORTS,ISOLATION_READ_COMMITTED
""2019-09-08 13:27:27 [main] WARN  o.s.orm.jpa.JpaTransactionManager - Custom isolation level specified but no actual transaction initiated; isolation level will effectively be ignored: PROPAGATION_SUPPORTS,ISOLATION_READ_COMMITTED,readOnly
""2019-09-08 13:27:27 [main] WARN  o.s.orm.jpa.JpaTransactionManager - Custom isolation level specified but no actual transaction initiated; isolation level will effectively be ignored: PROPAGATION_SUPPORTS,ISOLATION_READ_COMMITTED
""2019-09-08 13:29:15 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Starting WorkshopEntitiesServiceAbstractIT on XAOMI-AIR with PID 13500 (started by Sersus in C:\Users\Sersus\IdeaProjects\WORKSHOP\internalREST)
""2019-09-08 13:29:15 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - No active profile set, falling back to default profiles: default
""2019-09-08 13:29:22 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-update-timestamps-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:22 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-query-results-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order.tasks] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task.classifiers] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Phone] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Position.employees] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Position] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Department] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.WorkshopGrantedAuthority] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Classifier] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.grantedAuthorities] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.orders] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:23 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Department.positions] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:29:26 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2019-09-08 13:29:29 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Started WorkshopEntitiesServiceAbstractIT in 15.209 seconds (JVM running for 17.895)
""2019-09-08 13:29:30 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-09-08 13:29:30 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-09-08 13:29:30 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Employee has been persisted.
""2019-09-08 13:29:30 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-09-08 13:29:30 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-09-08 13:29:30 [main] WARN  o.s.orm.jpa.JpaTransactionManager - Custom isolation level specified but no actual transaction initiated; isolation level will effectively be ignored: PROPAGATION_SUPPORTS,ISOLATION_READ_COMMITTED,readOnly
""2019-09-08 13:29:30 [main] WARN  o.s.orm.jpa.JpaTransactionManager - Custom isolation level specified but no actual transaction initiated; isolation level will effectively be ignored: PROPAGATION_SUPPORTS,ISOLATION_READ_COMMITTED
""2019-09-08 13:31:47 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Starting WorkshopEntitiesServiceAbstractIT on XAOMI-AIR with PID 17636 (started by Sersus in C:\Users\Sersus\IdeaProjects\WORKSHOP\internalREST)
""2019-09-08 13:31:47 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - No active profile set, falling back to default profiles: default
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-update-timestamps-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[default-query-results-region] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order.tasks] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task.classifiers] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Phone] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Position.employees] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Position] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Department] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.phones] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.WorkshopGrantedAuthority] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Classifier] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.grantedAuthorities] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Task] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Order] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Employee] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.User.orders] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:54 [main] WARN  org.hibernate.orm.cache - HHH90001006: Missing cache[internal.entities.Department.positions] was created on-the-fly. The created cache will use a provider-specific default configuration: make sure you defined one. You can disable this warning by setting 'hibernate.javax.cache.missing_cache_strategy' to 'create'.
""2019-09-08 13:31:58 [main] WARN  o.s.b.a.o.j.JpaBaseConfiguration$JpaWebConfiguration$JpaWebMvcConfiguration - spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
""2019-09-08 13:32:01 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Started WorkshopEntitiesServiceAbstractIT in 15.098 seconds (JVM running for 17.597)
""2019-09-08 13:32:01 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Department has been persisted.
""2019-09-08 13:32:01 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-09-08 13:32:01 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Employee has been persisted.
""2019-09-08 13:32:01 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Authentication=admin@workshop.pro is found
""2019-09-08 13:32:01 [main] INFO  i.dao.WorkshopEntitiesDaoAbstract - Position has been persisted.
""2019-09-08 13:32:01 [main] WARN  o.s.orm.jpa.JpaTransactionManager - Custom isolation level specified but no actual transaction initiated; isolation level will effectively be ignored: PROPAGATION_SUPPORTS,ISOLATION_READ_COMMITTED,readOnly
""2019-09-08 13:32:01 [main] WARN  o.s.orm.jpa.JpaTransactionManager - Custom isolation level specified but no actual transaction initiated; isolation level will effectively be ignored: PROPAGATION_SUPPORTS,ISOLATION_READ_COMMITTED
""2019-09-08 15:08:28 [main] INFO  i.s.WorkshopEntitiesServiceAbstractIT - Starting WorkshopEntitiesServiceAbstractIT on XAOMI-AIR with PID 1352 (started by Sersus in C:\Users\Sersus\IdeaProjects\WORKSHOP\internalREST)
